month	longitude	latitude
2020-01-01	-1.734786	54.990262
2020-01-01	-1.744693	54.997867
2020-01-01	-1.723899	54.99172
2020-01-01	-1.723899	54.99172
2020-01-01	-1.735495	54.991728
2020-01-01	-1.762244	54.993086
2020-01-01	-1.738794	54.984394
2020-01-01	-1.736391	54.983786
2020-01-01	-1.734119	54.980016
2020-01-01	-1.73959	54.984566
2020-01-01	-1.739072	54.982471
2020-01-01	-1.734119	54.980016
2020-01-01	-1.75283	54.996518
2020-01-01	-1.753754	54.996215
2020-01-01	-1.72688	55.001486
2020-01-01	-1.687682	54.99228
2020-01-01	-1.687682	54.99228
2020-01-01	-1.687682	54.99228
2020-01-01	-1.687682	54.99228
2020-01-01	-1.687682	54.99228
2020-01-01	-1.687682	54.99228
2020-01-01	-1.700831	54.993652
2020-01-01	-1.692192	54.991096
2020-01-01	-1.69763	54.993231
2020-01-01	-1.699303	54.993199
2020-01-01	-1.6957	54.992228
2020-01-01	-1.700831	54.993652
2020-01-01	-1.69763	54.993231
2020-01-01	-1.69763	54.993231
2020-01-01	-1.69763	54.993231
2020-01-01	-1.69763	54.993231
2020-01-01	-1.699303	54.993199
2020-01-01	-1.71003	54.992506
2020-01-01	-1.690157	54.991567
2020-01-01	-1.693404	54.987882
2020-01-01	-1.69008	54.987263
2020-01-01	-1.690157	54.991567
2020-01-01	-1.690652	54.992189
2020-01-01	-1.689682	54.990236
2020-01-01	-1.69008	54.987263
2020-01-01	-1.69197	54.987429
2020-01-01	-1.689682	54.990236
2020-01-01	-1.715327	54.992698
2020-01-01	-1.716051	54.99421
2020-01-01	-1.704367	54.993265
2020-01-01	-1.701359	54.989951
2020-01-01	-1.700751	54.987649
2020-01-01	-1.69959	54.988311
2020-01-01	-1.69959	54.988311
2020-01-01	-1.696117	54.98877
2020-01-01	-1.700194	54.989022
2020-01-01	-1.701359	54.989951
2020-01-01	-1.700194	54.989022
2020-01-01	-1.660212	54.993294
2020-01-01	-1.662429	54.995511
2020-01-01	-1.657098	54.990158
2020-01-01	-1.657293	54.987418
2020-01-01	-1.657586	54.985981
2020-01-01	-1.657586	54.985981
2020-01-01	-1.661841	54.985516
2020-01-01	-1.660562	54.988865
2020-01-01	-1.664457	54.986584
2020-01-01	-1.669456	54.988673
2020-01-01	-1.661841	54.985516
2020-01-01	-1.599859	54.987674
2020-01-01	-1.604744	54.989927
2020-01-01	-1.596993	54.985211
2020-01-01	-1.605291	54.991591
2020-01-01	-1.602893	54.990649
2020-01-01	-1.599859	54.987674
2020-01-01	-1.601369	54.99148
2020-01-01	-1.601602	54.990043
2020-01-01	-1.598777	54.989638
2020-01-01	-1.598777	54.989638
2020-01-01	-1.601602	54.990043
2020-01-01	-1.609555	54.98536
2020-01-01	-1.604581	54.982675
2020-01-01	-1.609555	54.98536
2020-01-01	-1.59566	54.982601
2020-01-01	-1.597808	54.981799
2020-01-01	-1.593186	54.983096
2020-01-01	-1.596574	54.981831
